event_type,sub_event_type,actor1,inter1,admin2,source_scale,fatalities
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zambales,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Anti-Illegal Drugs Special Operations Task Force,1,Agusan del Sur,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bohol,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Philippines),3,South Cotabato,National,0
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Quirino,National,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Zamboanga del Norte,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,4
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Strategic developments,Agreement,CPP-NPA-NDF: Communist Party of the Philippines-New People's Army-National Democratic Front,3,Metro Manila,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Sur,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Battles,Armed clash,AKP: Ansar al-Khilafah in the Philippines,2,Sarangani,National,3
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Quirino,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Aurora,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bohol,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Batangas,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cagayan,National,0
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Apayao,National,1
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Misamis Occidental,National,1
Battles,Armed clash,NPA: New People's Army,2,Zamboanga del Norte,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cotabato,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Battles,Armed clash,Police Forces of the Philippines (2016-) Regional Intelligence Unit,1,Rizal,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bohol,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Regional Intelligence Unit,1,Cavite,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Guimaras,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Iloilo,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Laguna,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pangasinan,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency,1,Zamboanga del Sur,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,National,1
Battles,Armed clash,NPA: New People's Army,2,Batangas,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bataan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Iloilo,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Iloilo,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Iloilo,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Sultan Kudarat,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Norte,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cagayan,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Davao de Oro,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Surigao del Sur,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Abduction/forced disappearance,ASG: Abu Sayyaf,2,Sulu,International,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Laguna,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,5
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Sultan Kudarat,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Zambales,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Batangas,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,5
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Davao del Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Battles,Government regains territory,ASG: Abu Sayyaf,2,Basilan,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cavite,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Negros Occidental,National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Cotabato,Local partner-National,8
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,National,3
Protests,Peaceful protest,Protesters (Philippines),6,Cebu,National,0
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Davao del Norte,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Battles,Government regains territory,ASG: Abu Sayyaf,2,Basilan,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Bohol,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Davao del Norte,Local partner-Other,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Agusan del Sur,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Leyte,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Pangasinan,National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Norte,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Negros Occidental,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,National,1
Violence against civilians,Attack,Armed Drug Suspects (Philippines),3,Sultan Kudarat,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Nueva Ecija,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Davao de Oro,Local partner-National,4
Strategic developments,Arrests,Police Forces of the Philippines (2016-),1,Quezon,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Agusan del Norte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Protests,Peaceful protest,Protesters (Philippines),6,Negros Occidental,National,0
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Cebu,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pangasinan,Local partner-National,1
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Sultan Kudarat,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Norte,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zamboanga del Sur,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Zamboanga del Norte,National,0
Violence against civilians,Attack,Military Forces of the Philippines (2016-),1,Agusan del Sur,Local partner-Other,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Zamboanga del Norte,National,2
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Protests,Peaceful protest,Protesters (Philippines),6,Laguna,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,Local partner-National,4
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bataan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Albay,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Masbate,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Leyte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Criminal Investigation and Detection Group,1,Leyte,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,National,2
Protests,Peaceful protest,Protesters (Philippines),6,Negros Occidental,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pampanga,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pampanga,National,1
Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of the Philippines (2016-) Prison Guards,1,Metro Manila,National-International,10
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Camarines Norte,Local partner-National,1
Protests,Peaceful protest,Protesters (Philippines),6,Metro Manila,National,0
Battles,Armed clash,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Ilocos Sur,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Benguet,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Agusan del Norte,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Isabela,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cebu,National,1
Protests,Peaceful protest,Protesters (Philippines),6,Negros Occidental,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Lanao del Norte,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Batangas,Local partner-National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Sulu,National-International,4
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Anti-Illegal Drugs Special Operations Task Force,1,Metro Manila,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Metro Manila,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cavite,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pampanga,Local partner-National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Basilan,National,10
Violence against civilians,Abduction/forced disappearance,ASG: Abu Sayyaf,2,Sulu,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Agusan del Sur,National,1
Battles,Armed clash,ASG: Abu Sayyaf,2,Sulu,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,6
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Davao del Norte,Local partner-National,1
Battles,Armed clash,Unidentified Armed Group (Philippines),3,Cebu,National,0
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cagayan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Camarines Norte,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Laguna,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Pangasinan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Bukidnon,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Laguna,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Cebu,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Zambales,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Negros Occidental,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Davao de Oro,National,4
Violence against civilians,Attack,Unidentified Armed Group (Philippines),3,Cagayan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Camarines Norte,National,1
Violence against civilians,Abduction/forced disappearance,ASG: Abu Sayyaf,2,Zamboanga Sibugay,National,0
Violence against civilians,Attack,Unidentified Clan Militia (Philippines),4,Maguindanao,National,3
Violence against civilians,Attack,Unidentified Communal Militia (Philippines),4,Cebu,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Davao de Oro,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Albay,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Masbate,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Rizal,Local partner-National,2
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,5
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Special Weapons and Tactics,1,Bohol,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,National,4
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Metro Manila,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Cebu,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Davao de Oro,National,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Pangasinan,National,2
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,La Union,Local partner-National,1
Battles,Armed clash,NPA: New People's Army,2,Davao de Oro,Subnational,0
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Bulacan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bulacan,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Criminal Investigation and Detection Group,1,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Quezon,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Rizal,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Bataan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Metro Manila,Local partner-National,3
Violence against civilians,Attack,Police Forces of the Philippines (2016-) Special Weapons and Tactics,1,Pangasinan,Local partner-National,1
Violence against civilians,Attack,Police Forces of the Philippines (2016-),1,Nueva Ecija,Local partner-National,1
Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),3,Quezon,Local partner-National,1
Battles,Armed clash,Armed Drug Suspects (Philippines),3,Metro Manila,Local partner-National,2
